"CreditScore";"Geography";"Gender";"Age";"Tenure";"Balance";"NumOfProducts";"HasCrCard";"IsActiveMember";"EstimatedSalary";"Exited"
775;"1";"0";52;8;109922.61;1;1;1;96823.32;1
850;"2";"1";44;5;128605.32;1;0;1;171096.2;0
577;"1";"1";37;4;0.0;1;1;1;79881.39;0
724;"1";"1";37;10;68598.56;1;1;0;157862.82;0
710;"0";"0";35;1;106518.52;1;1;1;127951.81;0
696;"1";"1";31;8;0.0;2;0;0;191074.11;0
376;"1";"1";46;6;0.0;1;1;0;157333.69;1
675;"2";"1";29;8;121326.42;1;1;0;133457.52;0
745;"1";"0";36;8;67226.37;1;1;0;130789.6;0
697;"0";"1";25;5;82931.85;2;1;1;128373.88;0
599;"0";"1";39;4;0.0;1;1;0;194273.2;1
715;"1";"1";38;5;118590.41;1;1;1;5684.17;1
659;"1";"0";67;4;145981.87;1;1;1;131043.2;0
684;"1";"1";48;3;73309.38;1;0;0;21228.34;1
635;"1";"1";48;8;130796.33;2;1;1;43250.3;0
789;"2";"0";33;8;151607.56;1;1;0;4389.4;0
571;"2";"1";66;9;111577.01;1;0;1;189271.9;0
694;"0";"0";39;0;107042.74;1;1;1;102284.2;0
665;"0";"1";42;2;156371.61;2;0;1;156774.94;1
706;"1";"1";44;4;129605.99;1;0;0;69865.49;0
807;"0";"1";43;0;0.0;2;0;1;85523.24;0
771;"0";"1";67;8;0.0;2;1;1;51219.8;0
531;"0";"0";27;8;132576.25;1;0;0;7222.92;0
629;"1";"1";37;6;129101.3;1;1;1;23971.33;0
850;"2";"1";31;1;108822.4;1;1;1;132173.31;0
685;"0";"0";35;4;137948.51;1;1;0;113639.64;0
642;"0";"0";32;7;100433.8;1;1;1;39768.59;0
529;"0";"0";63;4;96134.11;3;1;0;108732.96;1
683;"2";"1";43;4;115888.04;1;1;1;117349.19;1
663;"1";"1";42;5;124626.07;1;1;1;78004.5;0
563;"1";"1";34;6;139810.34;1;1;1;152417.79;0
637;"0";"1";34;9;0.0;2;0;0;26057.08;0
544;"1";"0";37;3;84496.71;1;0;0;79972.09;0
649;"2";"0";70;9;116854.71;2;0;1;107125.79;0
638;"1";"1";48;10;138333.03;1;1;1;47679.14;0
723;"1";"0";25;3;0.0;2;1;1;134509.47;0
635;"2";"0";43;5;78992.75;2;0;0;153265.31;0
750;"0";"1";38;7;97257.41;2;0;1;179883.04;0
730;"1";"0";34;5;122453.37;2;1;0;138882.98;0
750;"0";"1";36;8;112940.07;1;0;1;9855.81;0
586;"1";"1";43;8;132558.26;1;1;0;67046.83;1
520;"1";"1";38;4;0.0;2;1;0;56388.63;0
652;"1";"1";48;8;133297.24;1;1;0;77764.37;0
550;"1";"1";46;7;0.0;2;1;0;130590.35;0
594;"1";"0";27;0;197041.8;1;0;0;151912.49;0
749;"2";"1";44;0;71497.79;2;0;0;151083.8;0
668;"1";"0";32;7;0.0;2;1;1;777.37;0
614;"2";"1";35;6;128100.28;1;0;0;69454.24;1
773;"1";"0";25;1;124532.78;2;0;1;11723.57;0
551;"2";"0";31;9;82293.82;2;1;1;91565.25;0
566;"1";"0";36;1;142120.91;1;1;0;79616.37;0
569;"0";"0";34;0;151839.26;1;1;0;102299.81;1
659;"0";"0";31;7;149620.88;2;1;1;104533.51;0
722;"1";"1";49;3;168197.66;1;1;0;140765.57;1
655;"1";"0";37;5;93147.0;2;1;0;66214.13;0
615;"1";"1";35;2;97440.02;2;1;1;139816.1;0
752;"2";"1";42;3;65046.08;2;0;1;140139.28;0
661;"0";"1";28;7;95357.49;1;0;0;102297.15;0
838;"0";"0";43;9;123105.88;2;1;0;145765.83;0
610;"0";"0";29;9;0.0;3;0;1;83912.24;0
811;"0";"0";44;3;0.0;2;0;1;78439.73;0
587;"0";"0";62;7;121286.27;1;0;1;6776.92;0
811;"2";"1";28;4;167738.82;2;1;1;9903.42;0
759;"1";"1";38;1;104091.29;1;0;0;91561.91;0
648;"2";"1";42;8;121980.56;2;1;0;4027.02;0
788;"1";"1";43;10;0.0;2;1;1;116111.51;0
725;"2";"0";39;1;50880.98;2;1;1;184023.54;0
646;"1";"1";42;3;175159.9;2;0;0;67124.48;1
601;"2";"1";26;7;105514.69;2;1;0;50070.59;0
521;"2";"0";52;5;116497.31;3;0;0;53793.1;1
561;"0";"1";33;6;0.0;2;1;0;45261.47;0
564;"1";"0";42;7;99824.45;1;1;1;36721.4;0
444;"1";"0";45;6;0.0;1;1;0;130009.85;1
650;"0";"0";71;0;0.0;1;1;1;175380.77;0
724;"1";"0";40;10;0.0;1;1;0;127847.25;1
719;"0";"0";35;3;122964.88;1;1;1;138231.7;0
548;"1";"1";29;4;0.0;2;0;1;48673.18;0
635;"0";"0";24;4;0.0;2;1;1;70668.77;0
496;"0";"1";43;3;0.0;2;0;1;199505.53;0
676;"1";"1";37;5;89634.69;1;1;1;169583.18;1
541;"2";"0";40;7;95710.11;2;1;0;49063.42;0
778;"2";"0";41;7;139706.31;1;1;0;63337.19;0
850;"2";"1";45;5;103909.86;1;1;0;60083.11;1
633;"1";"0";31;1;0.0;1;1;0;48606.71;0
625;"1";"0";49;6;173434.9;1;1;0;165580.93;1
485;"0";"0";32;6;102238.01;2;1;1;194010.12;0
547;"1";"1";48;1;179380.74;2;0;1;69263.1;0
642;"1";"0";32;3;0.0;2;1;1;88698.83;0
718;"1";"1";25;4;108691.95;1;1;0;63030.97;0
582;"1";"1";32;4;0.0;2;1;0;59668.81;0
628;"1";"0";33;6;0.0;2;0;0;184230.23;0
737;"2";"0";35;0;133377.8;1;0;1;64050.19;0
828;"0";"0";34;9;0.0;2;1;1;81853.98;0
609;"0";"0";53;10;0.0;1;1;1;154642.91;0
730;"1";"0";39;1;116537.6;1;0;0;145679.6;0
631;"1";"1";22;3;0.0;2;0;0;30781.77;0
830;"0";"0";40;4;0.0;2;0;1;81622.52;0
645;"1";"0";29;1;130131.08;2;0;1;196474.35;0
663;"1";"0";46;3;0.0;2;0;1;176276.1;0
678;"0";"0";30;0;0.0;1;1;0;35113.08;0
521;"1";"0";30;2;107316.09;1;1;0;64299.82;0
625;"1";"1";24;1;0.0;2;1;1;180969.55;0
523;"1";"0";30;1;83181.29;1;1;1;138176.78;0
714;"1";"1";72;3;0.0;1;1;1;86733.61;0
580;"0";"0";67;3;153946.14;1;1;1;7418.92;0
722;"1";"0";30;5;0.0;2;1;0;166376.54;0
630;"0";"1";39;7;135483.17;1;1;0;140881.2;1
579;"1";"0";35;1;0.0;2;1;0;4460.2;0
670;"1";"1";38;4;119624.54;2;1;1;110472.12;0
588;"0";"0";34;6;121132.26;2;1;0;86460.28;0
807;"0";"1";42;1;0.0;1;1;0;16500.66;1
726;"1";"1";48;4;0.0;1;1;0;114020.06;1
812;"2";"0";25;5;54817.55;1;1;0;131660.31;0
631;"2";"0";40;3;107949.45;1;1;0;52449.62;1
682;"1";"0";30;4;0.0;1;0;1;161465.31;0
625;"0";"1";49;2;80816.45;1;1;1;20018.79;0
607;"2";"0";38;3;98205.77;1;1;0;176318.27;0
600;"0";"1";50;6;94684.27;1;1;1;50488.91;0
602;"0";"1";22;7;141604.76;1;1;0;30379.6;0
545;"0";"1";74;3;0.0;2;1;1;161326.73;0
675;"0";"0";33;3;0.0;2;1;0;45348.08;0
581;"1";"1";47;1;122949.14;1;0;0;180251.68;1
640;"2";"0";33;8;81677.22;2;0;0;34925.56;0
850;"1";"0";38;7;80293.98;1;0;0;126555.74;0
490;"0";"1";48;8;155413.06;1;1;0;187921.3;0
710;"0";"1";38;4;0.0;2;1;1;136390.88;0
613;"2";"0";38;9;67111.65;1;1;0;78566.64;1
812;"1";"0";34;5;103818.43;1;1;1;166038.27;0
723;"1";"1";20;4;0.0;2;1;1;140385.33;0
512;"1";"0";36;4;152169.12;2;0;0;38629.3;1
731;"1";"1";52;10;0.0;1;1;1;24998.75;1
650;"2";"0";26;4;214346.96;2;1;0;128815.33;0
594;"1";"0";57;6;0.0;1;1;0;19376.56;1
844;"1";"0";40;7;113348.14;1;1;0;31904.31;1
686;"2";"1";47;5;170935.94;1;1;0;173179.79;1
695;"2";"0";52;8;103023.26;1;1;1;22485.64;0
624;"0";"1";23;6;0.0;2;0;1;196668.51;0
503;"0";"0";37;6;0.0;2;0;0;136506.86;0
535;"1";"1";31;7;111855.04;2;1;1;36278.89;0
743;"2";"1";32;6;140348.56;2;1;1;163254.39;0
702;"0";"0";39;8;0.0;2;1;0;99654.13;0
658;"1";"0";29;3;145512.84;1;1;0;20207.02;0
677;"2";"1";41;8;146720.98;2;1;1;4195.84;0
664;"1";"0";32;10;107209.73;1;1;1;112340.2;0
766;"2";"1";38;7;130933.74;1;0;1;2035.94;0
461;"0";"1";35;8;0.0;1;1;0;132295.95;0
688;"0";"0";36;0;89772.3;1;1;0;177383.68;1
678;"1";"1";32;5;0.0;2;1;0;90284.47;0
796;"1";"0";24;8;0.0;2;1;0;61349.37;0
803;"1";"0";42;5;0.0;1;1;0;196466.83;1
712;"1";"0";36;2;100749.5;3;0;0;70758.37;1
498;"1";"1";31;10;0.0;2;1;0;13892.57;0
850;"0";"0";22;2;0.0;2;1;1;9684.52;0
628;"1";"1";51;3;123981.31;2;1;1;40546.15;0
539;"2";"1";34;4;91622.42;1;1;1;136603.42;0
732;"1";"0";36;7;126195.81;1;1;1;133172.48;0
715;"1";"0";41;4;94267.9;1;0;1;152821.12;1
651;"1";"0";40;4;0.0;2;1;1;147715.83;0
813;"1";"0";34;0;0.0;2;1;0;43169.15;0
692;"1";"0";29;4;0.0;1;1;0;76755.99;1
756;"2";"1";39;3;100717.85;3;1;1;73406.04;1
543;"1";"0";36;6;0.0;2;1;0;176728.28;0
790;"1";"1";26;4;141581.71;2;0;0;98309.27;0
494;"0";"0";38;7;0.0;2;1;1;6203.66;0
850;"1";"1";39;2;148586.64;1;1;1;176791.27;0
703;"0";"0";29;9;0.0;2;1;0;50679.48;0
432;"0";"0";38;7;0.0;2;1;0;150580.88;0
512;"2";"1";32;2;123403.85;2;1;0;80120.19;0
589;"1";"0";28;7;0.0;2;1;0;151645.96;0
514;"1";"1";46;3;106511.85;1;1;0;55072.32;0
678;"1";"1";38;2;0.0;2;0;0;115068.99;0
420;"2";"1";34;1;135549.9;1;0;0;149471.13;1
679;"2";"0";38;7;110555.37;2;1;0;46522.68;0
595;"1";"0";31;4;0.0;2;1;0;189995.86;0
713;"1";"1";52;0;185891.54;1;1;1;46369.57;1
833;"2";"0";59;1;130854.59;1;1;1;30722.52;1
690;"1";"1";42;3;92578.14;2;0;0;70810.6;0
731;"2";"1";21;8;132312.06;1;1;0;106663.46;1
608;"1";"1";62;8;144976.5;1;0;0;175836.03;1
479;"0";"0";48;5;87070.23;1;0;1;85646.41;0
519;"1";"0";42;8;0.0;2;1;1;101485.72;0
731;"1";"1";47;1;115414.19;3;0;0;191734.67;1
617;"0";"0";61;7;91070.43;1;1;1;101839.77;0
756;"0";"0";29;2;117412.19;2;1;0;4888.91;0
848;"2";"0";31;4;90018.45;2;1;0;193132.98;0
809;"1";"1";24;4;0.0;2;1;0;193518.76;0
698;"2";"0";56;1;112414.81;2;0;0;93982.02;1
779;"2";"0";33;1;158456.76;1;1;1;197000.92;1
606;"0";"0";35;7;0.0;1;1;0;106837.06;1
612;"2";"1";58;1;149641.53;1;1;1;115161.28;0
663;"0";"1";33;8;122528.18;1;1;0;196260.3;0
549;"2";"1";45;3;143734.01;2;1;1;96404.38;0
675;"1";"1";32;2;155663.31;1;1;0;97658.66;0
669;"1";"1";35;7;0.0;1;1;1;49108.23;1
571;"2";"1";34;1;101736.66;1;0;1;195651.66;0
500;"0";"0";37;9;125822.21;1;1;0;111698.0;0
628;"1";"0";37;0;0.0;2;1;1;171707.93;0
559;"1";"0";34;4;0.0;2;1;1;66721.98;0
769;"1";"1";27;2;0.0;1;1;1;57876.05;0
733;"2";"0";31;6;157791.07;2;0;0;177994.81;0
750;"1";"0";22;5;0.0;2;0;1;105125.65;0
583;"1";"1";42;4;0.0;2;1;0;17439.66;0
468;"2";"0";42;9;181627.14;2;1;0;172668.39;0
727;"0";"1";57;1;109679.72;1;0;1;753.37;0
618;"1";"1";37;5;96652.86;1;1;0;98686.4;1
617;"1";"0";40;5;190008.32;2;1;1;107047.92;0
793;"0";"0";41;9;0.0;2;1;0;152153.74;0
630;"1";"0";43;9;0.0;2;1;1;34338.04;0
765;"2";"0";43;4;148962.76;1;0;1;173878.87;1
546;"1";"0";28;8;0.0;1;1;0;159254.29;0
614;"2";"1";30;3;131344.52;2;1;0;54776.64;0
593;"2";"1";29;5;101713.84;3;1;0;134594.99;0
613;"0";"0";34;3;0.0;1;1;1;41724.72;0
655;"1";"0";38;4;0.0;2;0;0;110527.71;0
700;"1";"1";27;6;137963.07;1;0;0;8996.79;0
826;"0";"1";29;4;129938.07;1;0;1;190200.53;0
652;"2";"0";45;2;151421.44;1;0;1;115333.43;0
755;"2";"1";45;7;135643.0;1;0;0;143619.52;1
538;"0";"0";39;2;122773.5;2;1;1;58467.08;0
729;"1";"0";34;3;152303.8;1;1;0;12128.69;0
615;"1";"0";49;3;0.0;2;1;1;49872.33;0
700;"0";"0";54;1;79415.67;1;0;1;139735.54;0
434;"2";"1";58;9;125801.03;2;1;0;60891.8;1
729;"0";"0";37;10;0.0;2;1;0;100862.54;0
513;"1";"0";35;8;0.0;1;1;0;76640.29;1
755;"1";"0";41;6;104817.41;1;1;0;126013.58;1
615;"1";"1";30;9;0.0;1;1;0;87347.82;0
747;"2";"1";32;5;67495.04;2;0;1;77370.37;0
850;"1";"1";36;0;164850.54;1;1;1;62722.44;0
712;"2";"1";49;5;154776.42;2;0;0;196257.68;0
622;"2";"1";28;1;143124.63;2;1;0;81723.8;0
548;"1";"1";35;10;0.0;1;1;1;31299.71;0
607;"1";"1";27;2;0.0;2;1;0;63495.86;0
653;"1";"1";38;8;102133.38;1;1;1;166520.96;0
699;"0";"0";26;6;79932.41;1;0;0;150242.44;0
693;"2";"0";40;0;120711.73;1;0;0;27345.18;1
647;"2";"1";43;3;122717.53;2;1;1;87000.39;0
478;"0";"1";36;3;92363.3;2;1;0;44912.7;0
705;"0";"1";40;5;203715.15;1;1;0;179978.68;1
719;"0";"0";39;5;0.0;2;1;0;145759.7;0
726;"1";"0";34;9;0.0;2;0;0;14121.61;0
626;"1";"0";21;1;0.0;2;1;0;66232.23;0
552;"1";"0";49;4;0.0;1;1;1;190296.76;1
807;"2";"1";31;1;93460.47;2;0;0;172782.69;0
621;"1";"0";34;6;0.0;2;1;1;99128.13;0
651;"2";"1";24;7;40224.7;1;1;1;178341.33;0
673;"1";"1";43;5;168069.73;1;1;1;146992.24;1
652;"1";"0";36;1;0.0;2;1;1;151314.98;0
584;"2";"0";47;7;130538.77;1;1;0;92915.84;0
756;"1";"0";37;3;132623.6;1;1;1;58974.0;0
670;"1";"1";35;3;103465.02;2;1;1;174627.06;0
765;"1";"1";50;9;126547.8;1;1;1;79579.94;1
528;"1";"0";30;2;128262.72;2;1;0;50771.16;0
701;"1";"0";40;5;169742.64;1;1;1;153537.55;1
797;"1";"1";29;1;0.0;2;1;1;132975.39;0
639;"2";"0";27;3;150795.81;1;0;1;85208.93;0
785;"0";"1";61;4;129855.72;2;1;0;170214.82;1
363;"0";"1";28;6;146098.43;3;1;0;100615.14;1
764;"1";"1";24;7;0.0;2;1;0;186105.99;0
676;"1";"1";43;2;0.0;1;1;1;55119.53;0
718;"2";"0";28;4;65643.3;1;1;0;28760.99;0
590;"0";"1";34;6;0.0;2;1;0;171021.44;0
584;"1";"0";38;9;104584.16;1;1;0;176678.72;0
645;"1";"0";41;7;0.0;1;0;1;28667.56;0
772;"2";"0";30;6;99785.28;2;0;0;197238.03;0
399;"2";"0";46;2;127655.22;1;1;0;139994.68;1
529;"1";"0";22;5;0.0;1;1;0;151169.83;0
463;"1";"0";35;2;101257.16;1;1;1;118113.64;0
630;"1";"1";40;7;0.0;2;1;1;34453.17;0
780;"1";"0";76;10;121313.88;1;0;1;64872.33;0
584;"0";"0";32;5;0.0;2;1;0;10956.82;0
752;"2";"0";30;4;81523.38;1;1;1;36885.85;0
697;"1";"1";47;6;128252.66;1;1;1;168053.4;0
850;"1";"1";32;7;0.0;2;0;0;155227.0;0
711;"1";"0";51;7;0.0;3;1;0;38409.79;1
452;"1";"1";32;5;0.0;2;0;1;75279.39;0
610;"0";"0";42;6;0.0;2;1;0;158302.59;1
694;"1";"1";22;4;0.0;2;1;1;11525.72;0
579;"0";"0";33;6;0.0;1;1;0;94993.04;1
745;"0";"1";54;8;0.0;1;1;0;173912.29;1
572;"1";"0";33;5;0.0;1;0;1;41139.05;0
505;"2";"0";29;3;145541.56;2;1;1;58019.95;0
706;"1";"1";23;5;0.0;1;0;0;164128.41;1
693;"2";"0";44;5;124601.58;2;1;1;46998.13;1
725;"2";"1";33;7;115182.84;2;1;1;177279.41;0
791;"1";"0";37;2;163789.49;2;1;0;75832.53;0
536;"1";"0";46;1;65733.41;1;1;0;61094.53;0
699;"0";"0";47;1;0.0;2;0;1;30117.44;0
500;"0";"1";47;8;128486.11;1;1;0;179227.12;0
707;"0";"1";53;6;109663.47;1;1;1;52110.45;0
531;"2";"1";42;6;88324.31;2;1;0;75248.75;0
557;"1";"1";28;7;146445.24;2;1;0;184317.74;0
659;"1";"1";38;3;0.0;2;1;0;158553.1;0
575;"0";"1";31;6;0.0;2;1;1;95686.42;0
775;"2";"0";36;2;109949.05;2;0;1;71682.54;0
772;"0";"0";30;4;78653.05;1;1;0;1790.48;0
587;"2";"0";46;9;107850.82;1;1;0;139431.0;1
667;"2";"1";39;4;83765.35;2;1;0;118358.54;0
771;"1";"1";66;7;143773.07;1;1;1;130827.88;0
523;"2";"0";63;6;116227.27;1;1;1;119404.63;0
662;"2";"0";33;0;103471.52;1;1;1;162703.0;0
717;"1";"0";42;5;0.0;2;1;0;172665.21;0
746;"1";"0";24;3;137492.35;2;0;1;170142.09;0
569;"1";"0";28;7;0.0;2;1;0;73977.23;0
579;"1";"0";36;9;129829.59;1;1;1;60906.12;0
519;"1";"1";21;1;146329.57;2;1;1;194867.27;0
696;"2";"0";30;4;114027.7;1;1;1;193716.56;0
693;"2";"0";25;6;146580.69;1;0;1;14633.35;0
587;"2";"1";38;0;132122.42;2;0;0;31730.32;0
626;"1";"1";44;10;81553.93;1;1;0;20063.63;1
666;"1";"1";66;7;0.0;2;1;1;99792.82;0
512;"1";"0";24;6;0.0;2;1;0;37654.31;0
689;"0";"1";28;3;0.0;2;1;1;192449.02;0
803;"1";"1";26;4;0.0;2;1;1;181208.47;0
548;"2";"0";32;5;175214.71;1;1;1;155165.61;0
588;"2";"1";40;10;125534.51;1;1;0;121504.18;1
693;"1";"0";68;4;97705.99;1;1;1;61569.07;0
499;"2";"1";55;4;126817.65;2;1;0;123269.71;0
628;"1";"1";46;1;46870.43;4;1;0;31272.14;1
624;"0";"0";46;3;0.0;2;1;1;62825.03;0
733;"1";"0";42;9;120094.93;1;1;0;184056.45;0
628;"1";"1";38;3;0.0;2;1;1;48924.73;0
633;"1";"1";33;3;0.0;2;1;0;191111.02;0
559;"2";"1";36;1;104356.94;2;0;1;54184.06;0
704;"2";"0";27;5;147004.34;1;1;0;64381.33;1
744;"2";"0";38;6;73023.17;2;1;0;78770.86;0
665;"0";"1";40;1;173432.55;1;0;1;116766.79;0
638;"1";"1";42;7;165679.92;1;0;0;32916.29;0
837;"0";"0";31;9;104678.62;1;0;1;50972.6;0
534;"1";"1";55;8;116973.26;3;1;0;122066.5;1
548;"1";"1";36;3;0.0;1;1;0;65996.9;0
837;"2";"0";38;2;126732.85;1;1;1;79577.38;0
658;"1";"1";44;6;148481.09;1;1;0;130529.13;0
554;"1";"1";38;4;137654.05;2;1;1;172629.67;0
724;"2";"0";30;7;115315.04;1;1;0;15216.53;0
723;"1";"0";42;2;99095.73;1;1;1;17512.53;0
585;"2";"1";39;7;165610.41;2;0;0;131852.01;0
474;"1";"0";33;5;0.0;2;1;0;181945.52;1
562;"0";"0";32;6;161628.66;1;1;0;91482.5;0
719;"1";"0";32;9;146605.27;1;1;1;77119.45;0
635;"2";"0";37;5;113488.68;1;1;0;95611.74;1
743;"1";"0";42;7;77002.2;2;1;1;80428.42;0
681;"0";"0";67;7;0.0;2;0;1;163714.92;0
521;"1";"1";39;6;0.0;2;0;1;27375.15;0
741;"0";"0";25;4;0.0;2;1;1;73873.65;0
790;"0";"0";46;8;182364.53;1;0;0;139266.48;1
622;"1";"0";35;8;0.0;2;1;1;131772.51;0
669;"1";"0";45;7;149364.58;1;0;1;173454.07;0
583;"1";"0";59;7;127450.14;1;0;1;67552.71;0
520;"0";"1";63;5;162278.32;1;1;1;34765.33;0
579;"0";"0";37;5;152212.88;2;0;0;120219.14;0
698;"0";"1";39;9;161993.89;1;0;0;90212.38;0
548;"0";"0";39;7;131468.44;1;1;0;164975.82;0
672;"2";"0";40;10;102980.44;1;1;0;1285.81;1
653;"2";"0";31;9;143321.97;1;1;0;83679.46;0
734;"0";"1";37;2;130404.92;1;0;0;34548.74;0
794;"1";"1";41;7;0.0;2;1;1;74275.08;0
641;"1";"0";30;2;87505.47;2;0;1;7278.57;0
824;"1";"0";30;0;133634.02;1;1;1;162053.92;0
534;"0";"1";33;3;151233.62;1;0;0;199336.63;0
653;"0";"0";55;2;70263.83;1;0;1;62347.71;0
498;"1";"0";34;5;0.0;2;1;1;91711.66;0
683;"1";"0";30;10;57657.49;1;0;0;79240.9;0
618;"2";"0";42;8;153572.31;2;1;1;76679.6;0
538;"1";"0";37;1;134752.08;1;1;0;162511.55;0
643;"0";"0";34;3;83132.09;1;1;1;21360.88;0
428;"1";"1";31;2;0.0;2;1;0;54487.43;0
593;"2";"1";32;9;134096.53;2;1;0;53931.05;1
718;"1";"1";31;0;118100.59;2;1;0;103165.15;0
811;"2";"0";52;10;76915.4;1;0;0;146359.81;1
823;"0";"1";46;3;81576.75;1;1;1;28370.95;1
645;"0";"0";49;2;0.0;2;0;0;10023.15;0
710;"1";"0";33;10;118327.17;2;1;1;192928.82;0
591;"0";"0";30;8;124857.69;2;0;0;50485.7;0
748;"2";"1";27;2;90971.85;1;1;1;131662.47;0
850;"1";"1";37;7;153147.75;1;1;1;152235.3;0
542;"1";"0";38;8;65942.26;1;1;1;68093.23;1
809;"1";"0";38;3;0.0;2;1;1;80061.31;0
675;"1";"0";54;2;0.0;1;1;0;149583.67;1
607;"0";"1";27;5;100912.19;1;0;0;7631.27;0
850;"1";"1";31;4;0.0;2;1;1;33082.81;0
789;"1";"0";37;3;0.0;1;1;0;121883.87;1
598;"1";"1";43;5;0.0;3;1;1;100722.72;1
756;"2";"0";41;2;124439.49;2;0;1;47093.11;0
687;"1";"1";47;7;0.0;2;1;1;177624.01;0
724;"1";"0";40;6;0.0;2;0;0;106149.48;0
700;"1";"1";44;2;58781.76;1;1;0;16874.92;0
635;"0";"0";50;7;159453.64;2;0;0;54560.79;1
687;"2";"0";26;2;142721.52;1;1;1;153605.75;0
613;"1";"1";46;8;167795.6;1;0;1;44390.38;0
781;"1";"1";38;3;128345.69;2;1;0;63218.85;0
703;"0";"0";20;3;165260.98;1;1;1;41626.78;0
593;"2";"1";62;3;118233.81;1;0;1;24765.53;1
743;"1";"1";40;6;0.0;1;1;0;28280.8;1
640;"0";"1";46;8;0.0;2;1;0;89043.19;0
849;"2";"0";37;7;143452.74;2;1;1;17294.12;0
778;"1";"0";38;3;145018.49;2;1;1;126702.41;0
539;"2";"1";38;8;82407.51;1;1;0;13123.41;0
489;"2";"0";28;1;79460.98;2;1;1;167973.63;0
568;"0";"1";43;9;0.0;1;1;0;125870.79;1
618;"0";"0";38;5;126473.99;1;1;0;91972.49;0
710;"2";"1";30;10;133537.1;2;1;0;155593.74;0
625;"1";"0";52;5;164978.01;1;1;1;67788.49;0
682;"0";"0";46;7;128029.72;1;1;1;62615.35;0
727;"0";"0";43;2;97403.18;1;1;1;107415.02;1
794;"1";"1";41;7;176845.41;3;1;0;166526.26;1
652;"0";"0";71;4;0.0;1;1;1;120107.1;0
670;"0";"0";42;3;81589.04;1;1;0;188227.8;0
460;"2";"1";40;6;119507.58;2;1;0;91560.63;1
568;"0";"1";26;6;0.0;2;0;0;166495.2;0
643;"1";"0";30;5;94443.77;1;1;1;165614.4;0
521;"1";"0";37;2;0.0;2;1;1;86372.24;0
615;"1";"0";32;7;92199.84;1;1;1;2755.53;0
575;"0";"0";43;3;0.0;1;1;0;83594.51;0
717;"1";"1";41;3;135756.96;1;1;1;103706.41;0
648;"1";"1";54;9;120633.42;1;0;0;5924.38;1
535;"2";"0";48;5;134542.73;1;1;1;58203.67;1
626;"0";"0";29;7;0.0;2;1;0;49361.84;0
611;"0";"0";52;7;0.0;1;0;1;73585.18;1
734;"0";"0";39;6;0.0;1;1;1;95135.27;0
709;"1";"0";49;4;154344.49;2;1;1;38794.57;0
591;"1";"0";43;3;0.0;2;0;1;198926.36;0
664;"1";"0";43;9;189026.53;2;1;1;56099.86;0
431;"1";"0";37;0;120764.08;1;1;1;117023.08;0
647;"2";"1";22;3;97975.82;2;0;1;62083.0;0
578;"1";"0";32;4;0.0;2;1;1;141822.8;0
555;"2";"0";41;10;113270.2;2;1;1;185387.14;0
775;"0";"0";30;4;0.0;2;0;1;57461.13;0
850;"2";"0";39;3;124548.99;2;1;1;120380.12;0
625;"1";"0";43;8;201696.07;1;1;0;133020.9;1
645;"0";"1";37;7;0.0;2;1;0;13589.93;0
608;"2";"0";44;7;114203.47;1;1;1;77830.36;1
689;"0";"1";31;4;0.0;2;1;1;136610.02;0
652;"2";"0";50;8;125437.64;1;1;1;17160.94;1
769;"1";"1";26;7;0.0;2;1;0;176843.53;0
611;"1";"1";43;8;64897.75;1;1;0;114996.33;0
489;"1";"0";38;8;0.0;2;0;1;196990.79;0
528;"2";"1";46;9;135555.66;1;1;0;133146.03;1
632;"1";"0";44;3;107764.75;1;1;0;185667.72;0
429;"1";"1";27;6;117307.44;2;1;1;24020.49;0
457;"1";"0";41;8;73700.12;3;1;1;185750.02;1
768;"0";"1";44;6;60603.4;1;1;1;178045.97;0
715;"0";"1";35;4;40169.88;2;1;1;199857.47;0
668;"2";"1";32;10;92041.87;1;1;1;43595.9;0
625;"2";"0";26;3;130483.95;1;1;0;122810.53;0
846;"1";"1";41;5;0.0;3;1;0;3440.47;1
661;"0";"1";42;3;0.0;2;1;0;35989.41;0
571;"1";"1";23;10;151097.28;1;0;1;17163.75;0
582;"0";"1";46;8;67563.31;1;1;0;44506.09;1
716;"1";"1";35;8;112808.18;1;0;1;17848.3;0
758;"1";"1";42;7;0.0;2;0;1;76209.56;0
725;"1";"0";66;4;86459.8;1;1;1;141476.56;0
630;"1";"1";40;0;118633.08;1;0;1;60032.46;1
627;"1";"1";55;2;159441.27;1;1;0;100686.11;1
653;"1";"1";27;9;0.0;2;1;0;96429.29;0
775;"2";"1";38;4;125212.65;2;1;1;15795.88;1
794;"0";"0";45;8;88656.37;2;1;0;116547.31;0
831;"1";"1";32;2;146033.62;1;1;0;191260.74;0
561;"1";"0";29;9;120268.13;1;1;1;173870.39;0
705;"0";"0";46;7;0.0;2;1;0;117273.35;0
636;"0";"1";33;0;0.0;1;1;0;92277.47;1
487;"2";"1";46;4;135070.58;2;1;1;44244.49;1
693;"1";"1";38;3;0.0;2;0;0;78133.48;1
517;"0";"1";29;5;0.0;2;1;0;103402.88;0
684;"1";"1";27;9;122550.05;2;0;1;137835.82;0
620;"0";"1";43;2;0.0;2;1;0;20670.1;0
757;"1";"0";29;8;130306.49;1;1;0;77469.38;0
739;"1";"1";27;6;0.0;1;1;1;57572.38;0
662;"0";"1";41;4;90350.77;1;1;0;75884.65;1
